460.0	220.0	131.0	77.0	186.0	381.0	554.0	488.0	413.0	38.0	95.0	123.0	346.0	376.0	47.0
465.0	218.0	134.0	80.0	205.0	394.0	549.0	469.0	397.0	35.0	103.0	134.0	347.0	379.0	48.0
470.0	216.0	138.0	85.0	229.0	403.0	541.0	448.0	382.0	33.0	113.0	148.0	341.0	384.0	50.0
475.0	214.0	143.0	94.0	254.0	410.0	531.0	429.0	366.0	31.0	125.0	167.0	328.0	389.0	52.0
480.0	214.0	150.0	109.0	281.0	415.0	519.0	408.0	352.0	30.0	142.0	192.0	307.0	397.0	55.0
485.0	214.0	159.0	126.0	308.0	418.0	504.0	385.0	337.0	29.0	162.0	219.0	282.0	405.0	57.0
490.0	216.0	174.0	148.0	332.0	419.0	488.0	363.0	325.0	28.0	189.0	252.0	257.0	416.0	62.0
495.0	218.0	190.0	172.0	352.0	417.0	469.0	341.0	310.0	28.0	219.0	291.0	230.0	429.0	67.0
500.0	223.0	207.0	198.0	370.0	413.0	450.0	324.0	299.0	28.0	262.0	325.0	204.0	443.0	75.0
505.0	225.0	225.0	221.0	383.0	409.0	431.0	311.0	289.0	29.0	305.0	347.0	178.0	454.0	83.0
510.0	226.0	242.0	241.0	390.0	403.0	414.0	301.0	283.0	30.0	365.0	356.0	154.0	461.0	92.0
515.0	226.0	253.0	260.0	394.0	396.0	395.0	291.0	276.0	30.0	416.0	353.0	129.0	466.0	100.0
520.0	225.0	260.0	278.0	395.0	389.0	377.0	283.0	270.0	31.0	465.0	346.0	109.0	469.0	108.0
525.0	225.0	264.0	302.0	392.0	381.0	358.0	273.0	262.0	31.0	509.0	333.0	90.0	471.0	121.0
530.0	227.0	267.0	339.0	385.0	372.0	341.0	265.0	256.0	32.0	546.0	314.0	75.0	474.0	133.0
535.0	230.0	269.0	370.0	377.0	363.0	325.0	260.0	251.0	32.0	581.0	294.0	62.0	476.0	142.0
540.0	236.0	272.0	392.0	367.0	353.0	309.0	257.0	250.0	33.0	610.0	271.0	51.0	483.0	150.0
545.0	245.0	276.0	399.0	354.0	342.0	293.0	257.0	251.0	34.0	634.0	248.0	41.0	490.0	154.0
550.0	253.0	282.0	400.0	341.0	331.0	279.0	259.0	254.0	35.0	653.0	227.0	35.0	506.0	155.0
555.0	262.0	289.0	393.0	327.0	320.0	265.0	260.0	258.0	37.0	666.0	206.0	29.0	526.0	152.0
560.0	272.0	299.0	380.0	312.0	308.0	253.0	260.0	264.0	41.0	678.0	188.0	25.0	553.0	147.0
565.0	283.0	309.0	365.0	296.0	296.0	241.0	258.0	269.0	44.0	687.0	170.0	22.0	582.0	140.0
570.0	298.0	322.0	349.0	280.0	284.0	234.0	256.0	272.0	48.0	693.0	153.0	19.0	618.0	133.0
575.0	318.0	329.0	332.0	263.0	271.0	227.0	254.0	274.0	52.0	698.0	138.0	17.0	651.0	125.0
580.0	341.0	335.0	315.0	247.0	260.0	225.0	254.0	278.0	60.0	701.0	125.0	17.0	680.0	118.0
585.0	367.0	339.0	299.0	229.0	247.0	222.0	259.0	284.0	76.0	704.0	114.0	17.0	701.0	112.0
590.0	390.0	341.0	285.0	214.0	232.0	221.0	270.0	295.0	102.0	705.0	106.0	16.0	717.0	106.0
595.0	409.0	341.0	272.0	198.0	220.0	220.0	284.0	316.0	136.0	705.0	100.0	16.0	729.0	101.0
600.0	424.0	342.0	264.0	185.0	210.0	220.0	302.0	348.0	190.0	706.0	96.0	16.0	736.0	98.0
605.0	435.0	342.0	257.0	175.0	200.0	220.0	324.0	384.0	256.0	707.0	92.0	16.0	742.0	95.0
610.0	442.0	342.0	252.0	169.0	194.0	220.0	344.0	434.0	336.0	707.0	90.0	16.0	745.0	93.0
615.0	448.0	341.0	247.0	164.0	189.0	220.0	362.0	482.0	418.0	707.0	87.0	16.0	747.0	90.0
620.0	450.0	341.0	241.0	160.0	185.0	223.0	377.0	528.0	505.0	708.0	85.0	16.0	748.0	89.0
625.0	451.0	339.0	235.0	156.0	183.0	227.0	389.0	568.0	581.0	708.0	82.0	16.0	748.0	87.0
630.0	451.0	339.0	229.0	154.0	180.0	233.0	400.0	604.0	641.0	710.0	80.0	18.0	748.0	86.0
635.0	451.0	338.0	224.0	152.0	177.0	239.0	410.0	629.0	682.0	711.0	79.0	18.0	748.0	85.0
640.0	451.0	338.0	220.0	151.0	176.0	244.0	420.0	648.0	717.0	712.0	78.0	18.0	748.0	84.0
645.0	451.0	337.0	217.0	149.0	175.0	251.0	429.0	663.0	740.0	714.0	78.0	18.0	748.0	84.0
650.0	450.0	336.0	216.0	148.0	175.0	258.0	438.0	676.0	758.0	716.0	78.0	19.0	748.0	84.0
655.0	450.0	335.0	216.0	148.0	175.0	263.0	445.0	685.0	770.0	718.0	78.0	20.0	748.0	84.0
660.0	451.0	334.0	219.0	148.0	175.0	268.0	452.0	693.0	781.0	720.0	81.0	23.0	747.0	85.0
665.0	451.0	332.0	224.0	149.0	177.0	273.0	457.0	700.0	790.0	722.0	83.0	24.0	747.0	87.0
670.0	453.0	332.0	230.0	151.0	180.0	278.0	462.0	705.0	797.0	725.0	88.0	26.0	747.0	92.0
675.0	454.0	331.0	238.0	154.0	183.0	281.0	466.0	709.0	803.0	729.0	93.0	30.0	747.0	96.0
680.0	455.0	331.0	251.0	158.0	186.0	283.0	468.0	712.0	809.0	731.0	102.0	35.0	747.0	102.0
685.0	457.0	330.0	269.0	162.0	189.0	286.0	470.0	715.0	814.0	735.0	112.0	43.0	747.0	110.0
690.0	458.0	329.0	288.0	165.0	192.0	291.0	473.0	717.0	819.0	739.0	125.0	56.0	747.0	123.0
695.0	460.0	328.0	312.0	168.0	195.0	296.0	477.0	719.0	824.0	742.0	141.0	74.0	746.0	137.0
700.0	462.0	328.0	340.0	170.0	199.0	302.0	483.0	721.0	828.0	746.0	161.0	97.0	746.0	152.0
705.0	463.0	327.0	366.0	171.0	200.0	313.0	489.0	720.0	830.0	748.0	182.0	128.0	746.0	169.0
710.0	464.0	326.0	390.0	170.0	199.0	325.0	496.0	719.0	831.0	749.0	203.0	166.0	745.0	188.0
715.0	465.0	325.0	412.0	168.0	198.0	338.0	503.0	722.0	833.0	751.0	223.0	210.0	744.0	207.0
720.0	466.0	324.0	431.0	166.0	196.0	351.0	511.0	725.0	835.0	753.0	242.0	257.0	743.0	226.0
725.0	466.0	324.0	447.0	164.0	195.0	364.0	518.0	727.0	836.0	754.0	257.0	305.0	744.0	243.0
730.0	466.0	324.0	460.0	164.0	195.0	376.0	525.0	729.0	836.0	755.0	270.0	354.0	745.0	260.0
735.0	466.0	323.0	472.0	165.0	196.0	389.0	532.0	730.0	837.0	755.0	282.0	401.0	748.0	277.0
740.0	467.0	322.0	481.0	168.0	197.0	401.0	539.0	730.0	838.0	755.0	292.0	446.0	750.0	294.0
745.0	467.0	321.0	488.0	172.0	200.0	413.0	546.0	730.0	839.0	755.0	302.0	485.0	750.0	310.0
750.0	467.0	320.0	493.0	177.0	203.0	425.0	553.0	730.0	839.0	756.0	310.0	520.0	749.0	325.0
755.0	467.0	318.0	497.0	181.0	205.0	436.0	559.0	730.0	839.0	757.0	314.0	551.0	748.0	339.0
760.0	467.0	316.0	500.0	185.0	208.0	447.0	565.0	730.0	839.0	758.0	317.0	577.0	748.0	353.0
765.0	467.0	315.0	502.0	189.0	212.0	458.0	570.0	730.0	839.0	759.0	323.0	599.0	747.0	366.0
770.0	467.0	315.0	505.0	192.0	215.0	469.0	575.0	730.0	839.0	759.0	330.0	618.0	747.0	379.0
775.0	467.0	314.0	510.0	194.0	217.0	477.0	578.0	730.0	839.0	759.0	334.0	633.0	747.0	390.0
780.0	467.0	314.0	516.0	197.0	219.0	485.0	581.0	730.0	839.0	759.0	338.0	645.0	747.0	399.0
785.0	467.0	313.0	520.0	200.0	222.0	493.0	583.0	730.0	839.0	759.0	343.0	656.0	746.0	408.0
790.0	467.0	313.0	524.0	204.0	226.0	500.0	585.0	731.0	839.0	759.0	348.0	666.0	746.0	416.0
795.0	466.0	312.0	527.0	210.0	231.0	506.0	587.0	731.0	839.0	759.0	353.0	674.0	746.0	422.0
800.0	466.0	312.0	531.0	218.0	237.0	512.0	588.0	731.0	839.0	759.0	359.0	680.0	746.0	428.0
805.0	466.0	311.0	535.0	225.0	243.0	517.0	589.0	731.0	839.0	759.0	365.0	686.0	745.0	434.0
810.0	466.0	311.0	539.0	233.0	249.0	521.0	590.0	731.0	838.0	758.0	372.0	691.0	745.0	439.0
815.0	466.0	311.0	544.0	243.0	257.0	525.0	590.0	731.0	837.0	757.0	380.0	694.0	745.0	444.0
820.0	465.0	311.0	548.0	254.0	265.0	529.0	590.0	731.0	837.0	757.0	388.0	697.0	745.0	448.0
825.0	464.0	311.0	552.0	264.0	273.0	532.0	591.0	731.0	836.0	756.0	396.0	700.0	745.0	451.0
830.0	464.0	310.0	555.0	274.0	280.0	535.0	592.0	731.0	836.0	756.0	403.0	702.0	745.0	454.0
